"","id","family_id","name","latitude","longitude"
"1366","vanu1242","atla1278","Vanuma",0.93847,29.81348
"1367","vend1245","atla1278","Venda",-22.188,29.9523
"1368","veng1238","atla1278","Vengo",6.11403,10.4137
"1369","vere1252","atla1278","Vere Kaadam",9.006331,12.416214
"1370","vidu1238","atla1278","Vidunda",-7.52674,36.9316
"1371","viem1243","atla1278","Viemo",10.8429,-3.84128
"1372","vili1238","atla1278","Vili",-4.06716,11.3804
"1373","vili1239","atla1278","Vili of Ngounie",-2.752859,10.305563
"1374","vinz1238","atla1278","Vinza",-4.99312,30.5699
"1375","viti1241","atla1278","Viti",6.66524,11.1087
"1376","voro1240","atla1278","Voro",9.78323,12.0719
"1377","vumb1238","atla1278","Vumbu",-2.17673,10.6498
"1378","vunj1238","atla1278","Vunjo",-3.42531,37.5847
"1379","vute1244","atla1278","Vute",6.13603,11.8839
"1380","vwan1235","atla1278","Vwanji",-9.00683,34.0757
"1381","waam1244","atla1278","Waama",10.5956,1.65318
"1382","waci1239","atla1278","Waci Gbe",6.45571,1.69303
"1383","waja1259","atla1278","Waja",9.91175,11.7206
"1384","waka1275","atla1278","Waka",8.79968,11.4932
"1385","wali1263","atla1278","Wali (Ghana)",10.0212,-2.31263
"1386","wame1240","atla1278","Wamey",12.5421,-13.177
"1387","wand1264","atla1278","Wanda",-8.34522,32.4375
"1388","wand1266","atla1278","Wandji",-1.51945,12.8951
"1389","wang1294","atla1278","Wanga",0.343,34.477
"1390","wang1302","atla1278","Wangama",-9.17368,34.497
"1391","wann1241","atla1278","Wannu",7.83859,8.96594
"1392","wapa1235","atla1278","Wapan",7.97862,9.83299
"1393","waph1238","atla1278","Wãpha",9.10829,9.90381
"1394","wara1292","atla1278","Samue",10.7283,-5.37515
"1395","wasa1244","atla1278","Wasa",5.74109,-2.16028
"1396","wawa1246","atla1278","Wawa",6.68974,11.7802
"1397","wehh1238","atla1278","Weh",6.46164,10.121
"1398","weme1239","atla1278","Weme Gbe",6.77227,2.47457
"1399","west2450","atla1278","West-Central Limba",9.52392,-12.3138
"1400","west2454","atla1278","Western Niger Fulfulde",14.2471,-0.52004
"1401","west2456","atla1278","Western Xwla Gbe",6.33455,2.03904
"1402","west2458","atla1278","West Central Banda",6.81435,24.1012
"1403","west2465","atla1278","Western Sisaala",10.8561,-2.36423
"1404","west2466","atla1278","Western Karaboro",10.6298,-4.76482
"1405","west2861","atla1278","West Nyala",0.08,33.99
"1406","winy1241","atla1278","Winyé",11.8239,-2.97518
"1407","womn1235","atla1278","Wom (Nigeria)",8.92708,12.4533
"1408","wong1247","atla1278","Wongo",-5.73837,20.5054
"1409","wudu1238","atla1278","Wudu",7.57619,1.53522
"1410","wumb1241","atla1278","Wumboko-Bubia",4.24717,9.08026
"1411","wumb1242","atla1278","Wumbvu",-2.39234,12.264
"1412","wush1238","atla1278","Wushi",6.07415,10.6035
"1413","wuum1239","atla1278","Wuumu-Mpuono",-4.27,15.72
"1414","xhos1239","atla1278","Xhosa",-31.0389,28.0769
"1415","xwel1235","atla1278","Xwela Gbe",6.41342,2.02985
"1416","yaaa1242","atla1278","Tiyaa",9.57325,9.47875
"1417","yace1238","atla1278","Yace",6.84259,8.84077
"1418","yaka1269","atla1278","Yaka-Pelende-Lonzo",-5.984,16.775
"1419","yaka1272","atla1278","Yaka (Central African Republic)",3.6515,17.2713
"1420","yaka1274","atla1278","Yaka (Congo)",-3.73301,13.3637
"1421","yako1252","atla1278","Yakoma",4.1651,22.1702
"1422","yala1263","atla1278","Yala",6.73852,8.60748
"1423","yamb1251","atla1278","Yamba",6.535505,11.07711
"1424","yamb1252","atla1278","Yambeta",4.83615,10.9369
"1425","yamb1255","atla1278","Yambe",1.90029,17.11304
"1426","yang1289","atla1278","Yango",2.81523,19.0108
"1427","yang1290","atla1278","Yangkam",9.44956,10.2881
"1428","yang1293","atla1278","Nuasue",4.41971,11.0277
"1429","yans1239","atla1278","Yansi",-3.8231,18.2341
"1430","yaoo1241","atla1278","Yao",-13.6119,35.2387
"1431","yasa1242","atla1278","Yasa",2.06043,10.678
"1432","yekh1238","atla1278","Yekhee",7.10204,6.44919
"1433","yela1238","atla1278","Yela-Kela",-2.46204,22.5891
"1434","yemb1246","atla1278","Yemba",5.47421,10.0214
"1435","yend1241","atla1278","Yendang",9,11.8
"1436","yeni1253","atla1278","Yeni",6.48954,11.5392
"1437","yesk1239","atla1278","Nyankpa",9.05454,7.97913
"1438","yeyi1239","atla1278","Yeyi",-18.9178,23.6088
"1439","yomb1244","atla1278","Yombe",-5.1263,12.9657
"1440","yomm1242","atla1278","Yom",9.87186,1.81099
"1441","yoru1245","atla1278","Yoruba",7.15345,3.67225
"1442","yott1234","atla1278","Yotti",9.160993,11.672759
"1443","yuku1243","atla1278","Yukuben",6.9183,9.9777
"1444","zamb1245","atla1278","Zamba",1.25,18.3
"1445","zana1238","atla1278","Zanaki",-2.26367,34.0542
"1446","zand1248","atla1278","Zande",4.62047,26.7157
"1447","zang1249","atla1278","Zan Gula",10.5885,19.1416
"1448","zara1247","atla1278","Zaramo",-6.87705,38.9258
"1449","zemb1238","atla1278","Zemba",-17.2958,13.4424
"1450","zhir1238","atla1278","Zhire",9.55,7.93
"1451","zhoa1238","atla1278","Zhoa",6.53614,10.16651
"1452","zigu1242","atla1278","Zigula",-5.61864,38.4114
"1453","zigu1244","atla1278","Zigula-Mushungulu",-5.61864,38.41138
"1454","zimb1251","atla1278","Zimba",-4.013,26.6083
"1455","zinz1238","atla1278","Zinza",-2.64132,32.1755
"1456","ziri1239","atla1278","Ziriya",10.5218,8.72792
"1457","zula1235","atla1278","Zula",-4.584,26.74
"1458","zulu1248","atla1278","Zulu",-28.9,30.2
